year,region,attack_type,target_type,weapon_type,incidents,killed,wounded,success_rate
1980,Southeast Asia,Bombing/Explosion,Police,Explosives,6,22,13,1.0
1980,Southeast Asia,Bombing/Explosion,Police,Unknown,1,7,0,1.0
1980,Southeast Asia,Bombing/Explosion,Private Citizens & Property,Explosives,9,44,280,1.0
1980,Southeast Asia,Bombing/Explosion,Transportation,Explosives,7,14,116,1.0
1980,Southeast Asia,Facility/Infrastructure Attack,Educational Institution,Incendiary,1,0,0,1.0
1980,Southeast Asia,Facility/Infrastructure Attack,Educational Institution,Unknown,1,0,0,0.0
1980,Southeast Asia,Facility/Infrastructure Attack,Government (General),Incendiary,1,0,2,1.0
1980,Southeast Asia,Facility/Infrastructure Attack,Government (General),Unknown,1,0,0,0.0
1980,Southeast Asia,Facility/Infrastructure Attack,Military,Incendiary,1,0,0,1.0
1980,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,2,1,0,1.0
1980,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,1,0,0,0.0
1980,Southeast Asia,Facility/Infrastructure Attack,Transportation,Incendiary,1,0,0,1.0
1980,Southeast Asia,Hostage Taking (Kidnapping),Business,Unknown,1,0,0,1.0
1980,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,1,1,1,1.0
1980,Southeast Asia,Unknown,Business,Unknown,2,4,24,1.0
1980,Southeast Asia,Unknown,Police,Unknown,4,13,3,0.75
1980,Sub-Saharan Africa,Armed Assault,Business,Firearms,5,10,6,1.0
1980,Sub-Saharan Africa,Armed Assault,Government (General),Firearms,1,0,0,1.0
1980,Sub-Saharan Africa,Armed Assault,Military,Firearms,1,0,1,1.0
1980,Sub-Saharan Africa,Armed Assault,Transportation,Firearms,1,16,78,1.0
1980,Sub-Saharan Africa,Assassination,Educational Institution,Firearms,1,1,0,1.0
1980,Sub-Saharan Africa,Assassination,Government (General),Explosives,2,2,0,0.5
1980,Sub-Saharan Africa,Assassination,Government (General),Unknown,1,1,0,0.0
1980,Sub-Saharan Africa,Assassination,Police,Firearms,1,0,0,0.0
1980,Sub-Saharan Africa,Assassination,Private Citizens & Property,Explosives,1,0,1,0.0
1980,Sub-Saharan Africa,Assassination,Transportation,Unknown,1,1,0,1.0
1980,Sub-Saharan Africa,Assassination,Violent Political Party,Firearms,1,1,0,0.0
1980,Sub-Saharan Africa,Bombing/Explosion,Business,Explosives,10,28,140,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Business,Firearms,1,5,17,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Educational Institution,Explosives,1,0,0,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Government (Diplomatic),Explosives,1,0,0,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Government (General),Explosives,4,4,30,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Journalists & Media,Explosives,1,2,0,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Military,Explosives,1,0,1,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Police,Explosives,3,0,2,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Private Citizens & Property,Explosives,5,2,15,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Religious Figures/Institutions,Explosives,6,1,0,0.8333333333333334
1980,Sub-Saharan Africa,Bombing/Explosion,Transportation,Explosives,1,0,0,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Utilities,Explosives,1,0,0,1.0
1980,Sub-Saharan Africa,Bombing/Explosion,Violent Political Party,Explosives,1,4,0,1.0
1980,Sub-Saharan Africa,Hostage Taking (Kidnapping),Military,Unknown,1,1,2,1.0
1980,Sub-Saharan Africa,Unknown,Government (Diplomatic),Unknown,2,0,0,1.0
1980,Sub-Saharan Africa,Unknown,Police,Unknown,3,3,1,0.6666666666666666
1980,Western Europe,Armed Assault,Business,Firearms,11,9,21,1.0
1980,Western Europe,Armed Assault,Business,Incendiary,1,0,0,1.0
1980,Western Europe,Armed Assault,Educational Institution,Firearms,1,0,0,1.0
1980,Western Europe,Armed Assault,Government (Diplomatic),Firearms,2,0,4,1.0
1980,Western Europe,Armed Assault,Government (Diplomatic),Incendiary,2,0,0,1.0
1980,Western Europe,Armed Assault,Government (General),Firearms,5,1,12,1.0
1980,Western Europe,Armed Assault,Government (General),Incendiary,1,0,0,1.0
1980,Western Europe,Armed Assault,Military,Firearms,9,4,4,1.0
1980,Western Europe,Armed Assault,Police,Firearms,11,14,16,0.8181818181818182
1980,Western Europe,Armed Assault,Police,Incendiary,2,0,6,1.0
1980,Western Europe,Armed Assault,Private Citizens & Property,Firearms,7,7,0,1.0
1980,Western Europe,Armed Assault,Religious Figures/Institutions,Firearms,2,0,0,1.0
1980,Western Europe,Armed Assault,Terrorists/Non-State Militia,Firearms,1,2,0,1.0
1980,Western Europe,Armed Assault,Transportation,Firearms,4,2,4,1.0
1980,Western Europe,Armed Assault,Transportation,Incendiary,2,0,0,1.0
1980,Western Europe,Armed Assault,Unknown,Firearms,2,2,0,1.0
1980,Western Europe,Assassination,Business,Firearms,33,32,4,0.9090909090909091
1980,Western Europe,Assassination,Business,Melee,2,2,0,1.0
1980,Western Europe,Assassination,Business,Unknown,3,3,0,1.0
1980,Western Europe,Assassination,Educational Institution,Firearms,2,1,1,1.0
1980,Western Europe,Assassination,Government (Diplomatic),Firearms,7,3,10,0.2857142857142857
1980,Western Europe,Assassination,Government (Diplomatic),Unknown,1,1,0,1.0
1980,Western Europe,Assassination,Government (General),Explosives,1,2,0,0.0
1980,Western Europe,Assassination,Government (General),Firearms,17,17,4,0.8235294117647058
1980,Western Europe,Assassination,Government (General),Incendiary,1,0,0,0.0
1980,Western Europe,Assassination,Journalists & Media,Firearms,5,6,0,1.0
1980,Western Europe,Assassination,Journalists & Media,Unknown,1,1,0,0.0
1980,Western Europe,Assassination,Military,Firearms,20,17,7,0.8
1980,Western Europe,Assassination,Military,Unknown,5,5,3,1.0
1980,Western Europe,Assassination,Police,Firearms,37,42,11,0.8378378378378378
1980,Western Europe,Assassination,Police,Unknown,6,7,2,1.0
1980,Western Europe,Assassination,Private Citizens & Property,Explosives,2,1,0,0.5
1980,Western Europe,Assassination,Private Citizens & Property,Firearms,17,16,2,0.8235294117647058
1980,Western Europe,Assassination,Private Citizens & Property,Incendiary,1,0,0,1.0
1980,Western Europe,Assassination,Private Citizens & Property,Unknown,1,1,0,1.0
1980,Western Europe,Assassination,Terrorists/Non-State Militia,Explosives,1,1,0,1.0
1980,Western Europe,Assassination,Terrorists/Non-State Militia,Firearms,2,2,1,1.0
1980,Western Europe,Assassination,Terrorists/Non-State Militia,Unknown,1,1,0,1.0
1980,Western Europe,Assassination,Violent Political Party,Firearms,1,0,0,0.0
1980,Western Europe,Bombing/Explosion,Abortion Related,Explosives,2,0,0,1.0
1980,Western Europe,Bombing/Explosion,Airports & Aircraft,Explosives,23,12,62,0.9130434782608695
1980,Western Europe,Bombing/Explosion,Airports & Aircraft,Unknown,1,0,0,0.0
1980,Western Europe,Bombing/Explosion,Business,Explosives,73,13,41,0.8767123287671232
1980,Western Europe,Bombing/Explosion,Business,Firearms,2,0,0,1.0
1980,Western Europe,Bombing/Explosion,Business,Unknown,3,0,1,1.0
1980,Western Europe,Bombing/Explosion,Educational Institution,Explosives,2,0,0,1.0
1980,Western Europe,Bombing/Explosion,Educational Institution,Firearms,1,0,0,1.0
1980,Western Europe,Bombing/Explosion,Government (Diplomatic),Explosives,18,2,24,0.7777777777777778
1980,Western Europe,Bombing/Explosion,Government (Diplomatic),Firearms,1,1,2,1.0
1980,Western Europe,Bombing/Explosion,Government (General),Explosives,33,1,8,0.9393939393939394
1980,Western Europe,Bombing/Explosion,Government (General),Incendiary,1,0,0,0.0
1980,Western Europe,Bombing/Explosion,Government (General),Unknown,2,0,0,0.5
1980,Western Europe,Bombing/Explosion,Journalists & Media,Explosives,10,0,6,0.9
1980,Western Europe,Bombing/Explosion,Journalists & Media,Firearms,1,4,3,1.0
1980,Western Europe,Bombing/Explosion,Military,Explosives,10,7,10,0.9
1980,Western Europe,Bombing/Explosion,NGO,Explosives,1,0,0,1.0
1980,Western Europe,Bombing/Explosion,Police,Explosives,25,12,102,0.92
1980,Western Europe,Bombing/Explosion,Police,Firearms,4,3,12,1.0
1980,Western Europe,Bombing/Explosion,Private Citizens & Property,Explosives,36,6,56,0.8611111111111112
1980,Western Europe,Bombing/Explosion,Private Citizens & Property,Firearms,1,0,0,1.0
1980,Western Europe,Bombing/Explosion,Private Citizens & Property,Other,1,0,0,1.0
1980,Western Europe,Bombing/Explosion,Religious Figures/Institutions,Explosives,1,4,12,1.0
1980,Western Europe,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,3,3,0,0.0
1980,Western Europe,Bombing/Explosion,Tourists,Explosives,8,0,0,0.75
1980,Western Europe,Bombing/Explosion,Transportation,Explosives,4,85,188,0.5
1980,Western Europe,Bombing/Explosion,Transportation,Unknown,1,0,3,1.0
1980,Western Europe,Bombing/Explosion,Unknown,Explosives,1,13,215,1.0
1980,Western Europe,Bombing/Explosion,Utilities,Explosives,2,0,0,1.0
1980,Western Europe,Bombing/Explosion,Violent Political Party,Explosives,1,0,0,1.0
1980,Western Europe,Facility/Infrastructure Attack,Abortion Related,Incendiary,1,0,1,1.0
1980,Western Europe,Facility/Infrastructure Attack,Airports & Aircraft,Incendiary,2,0,0,1.0
1980,Western Europe,Facility/Infrastructure Attack,Business,Firearms,1,1,1,1.0
1980,Western Europe,Facility/Infrastructure Attack,Business,Incendiary,28,9,8,1.0
1980,Western Europe,Facility/Infrastructure Attack,Business,Unknown,1,0,1,1.0
1980,Western Europe,Facility/Infrastructure Attack,Educational Institution,Incendiary,3,0,4,1.0
1980,Western Europe,Facility/Infrastructure Attack,Government (Diplomatic),Incendiary,2,0,0,1.0
1980,Western Europe,Facility/Infrastructure Attack,Government (General),Incendiary,10,0,0,1.0
1980,Western Europe,Facility/Infrastructure Attack,Journalists & Media,Incendiary,3,0,0,1.0
1980,Western Europe,Facility/Infrastructure Attack,Military,Incendiary,2,0,0,1.0
1980,Western Europe,Facility/Infrastructure Attack,Military,Unknown,1,0,0,1.0
1980,Western Europe,Facility/Infrastructure Attack,Police,Incendiary,2,0,0,1.0
1980,Western Europe,Facility/Infrastructure Attack,Private Citizens & Property,Chemical,1,0,0,1.0
1980,Western Europe,Facility/Infrastructure Attack,Transportation,Incendiary,2,3,2,0.5
1980,Western Europe,Facility/Infrastructure Attack,Utilities,Unknown,1,0,0,1.0
1980,Western Europe,Hijacking,Airports & Aircraft,Firearms,1,0,0,1.0
1980,Western Europe,Hijacking,Educational Institution,Explosives,1,0,0,1.0
1980,Western Europe,Hostage Taking (Barricade Incident),Journalists & Media,Firearms,1,0,0,1.0
1980,Western Europe,Hostage Taking (Barricade Incident),Military,Firearms,1,1,2,1.0
1980,Western Europe,Hostage Taking (Kidnapping),Business,Firearms,1,0,0,1.0
1980,Western Europe,Hostage Taking (Kidnapping),Business,Unknown,5,2,0,1.0
1980,Western Europe,Hostage Taking (Kidnapping),Educational Institution,Unknown,1,0,0,1.0
1980,Western Europe,Hostage Taking (Kidnapping),Government (General),Unknown,4,1,2,0.5
1980,Western Europe,Hostage Taking (Kidnapping),Military,Firearms,1,0,1,1.0
1980,Western Europe,Hostage Taking (Kidnapping),Military,Unknown,1,1,0,1.0
1980,Western Europe,Hostage Taking (Kidnapping),Police,Unknown,2,1,0,1.0
1980,Western Europe,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1,1,3,1.0
1980,Western Europe,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,3,1,0,1.0
1980,Western Europe,Unknown,Business,Unknown,3,0,0,1.0
1980,Western Europe,Unknown,Government (Diplomatic),Unknown,1,0,0,1.0
1980,Western Europe,Unknown,Military,Unknown,1,0,0,1.0
1980,Western Europe,Unknown,Private Citizens & Property,Unknown,2,1,1,1.0
1980,Western Europe,Unknown,Transportation,Unknown,3,0,0,1.0
1981,Australasia & Oceania,Assassination,Government (Diplomatic),Melee,1,1,0,1.0
1981,Australasia & Oceania,Bombing/Explosion,Private Citizens & Property,Explosives,1,0,0,1.0
1981,Australasia & Oceania,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1,0,0,1.0
1981,Central America & Caribbean,Armed Assault,Business,Firearms,17,12,5,1.0
1981,Central America & Caribbean,Armed Assault,Educational Institution,Firearms,3,5,6,1.0
1981,Central America & Caribbean,Armed Assault,Food or Water Supply,Firearms,2,0,0,1.0
1981,Central America & Caribbean,Armed Assault,Government (Diplomatic),Firearms,4,2,0,1.0
1981,Central America & Caribbean,Armed Assault,Government (General),Firearms,8,2,0,1.0
1981,Central America & Caribbean,Armed Assault,Government (General),Incendiary,2,0,0,1.0
1981,Central America & Caribbean,Armed Assault,Journalists & Media,Firearms,4,0,0,0.75
1981,Central America & Caribbean,Armed Assault,Military,Firearms,277,1677,227,1.0
1981,Central America & Caribbean,Armed Assault,Police,Firearms,60,165,72,1.0
1981,Central America & Caribbean,Armed Assault,Private Citizens & Property,Firearms,107,565,53,1.0
1981,Central America & Caribbean,Armed Assault,Private Citizens & Property,Incendiary,1,0,0,1.0
1981,Central America & Caribbean,Armed Assault,Private Citizens & Property,Melee,1,1,0,1.0
1981,Central America & Caribbean,Armed Assault,Private Citizens & Property,Unknown,1,36,5,1.0
1981,Central America & Caribbean,Armed Assault,Telecommunication,Firearms,1,0,0,1.0
1981,Central America & Caribbean,Armed Assault,Terrorists/Non-State Militia,Firearms,1,0,13,1.0
1981,Central America & Caribbean,Armed Assault,Transportation,Firearms,10,39,25,1.0
1981,Central America & Caribbean,Armed Assault,Transportation,Incendiary,8,0,16,1.0
1981,Central America & Caribbean,Armed Assault,Unknown,Firearms,2,7,0,1.0
1981,Central America & Caribbean,Armed Assault,Utilities,Firearms,3,12,15,1.0
1981,Central America & Caribbean,Assassination,Business,Firearms,13,22,0,1.0
1981,Central America & Caribbean,Assassination,Business,Unknown,1,4,0,1.0
1981,Central America & Caribbean,Assassination,Educational Institution,Firearms,11,13,0,0.9090909090909091
1981,Central America & Caribbean,Assassination,Government (Diplomatic),Explosives,1,0,0,1.0
1981,Central America & Caribbean,Assassination,Government (Diplomatic),Firearms,1,1,0,0.0
1981,Central America & Caribbean,Assassination,Government (General),Explosives,4,0,0,1.0
1981,Central America & Caribbean,Assassination,Government (General),Firearms,25,37,6,0.92
1981,Central America & Caribbean,Assassination,Government (General),Unknown,3,7,0,0.6666666666666666
1981,Central America & Caribbean,Assassination,Journalists & Media,Firearms,8,8,0,1.0
1981,Central America & Caribbean,Assassination,Military,Firearms,9,14,0,0.8888888888888888
1981,Central America & Caribbean,Assassination,NGO,Firearms,1,1,0,1.0
1981,Central America & Caribbean,Assassination,Police,Firearms,20,32,6,0.9
1981,Central America & Caribbean,Assassination,Police,Unknown,2,3,1,0.5
1981,Central America & Caribbean,Assassination,Private Citizens & Property,Firearms,20,35,0,1.0
1981,Central America & Caribbean,Assassination,Private Citizens & Property,Unknown,3,3,0,1.0
1981,Central America & Caribbean,Assassination,Religious Figures/Institutions,Firearms,5,5,2,1.0
1981,Central America & Caribbean,Assassination,Terrorists/Non-State Militia,Firearms,2,3,0,1.0
1981,Central America & Caribbean,Assassination,Tourists,Firearms,1,1,0,1.0
1981,Central America & Caribbean,Assassination,Transportation,Firearms,1,1,0,1.0
1981,Central America & Caribbean,Assassination,Violent Political Party,Firearms,1,5,0,1.0
1981,Central America & Caribbean,Assassination,Violent Political Party,Unknown,1,1,0,1.0
1981,Central America & Caribbean,Bombing/Explosion,Airports & Aircraft,Explosives,3,1,0,0.6666666666666666
1981,Central America & Caribbean,Bombing/Explosion,Airports & Aircraft,Sabotage Equipment,1,0,3,1.0
1981,Central America & Caribbean,Bombing/Explosion,Business,Explosives,76,22,49,0.9473684210526315
1981,Central America & Caribbean,Bombing/Explosion,Business,Firearms,1,21,0,1.0
1981,Central America & Caribbean,Bombing/Explosion,Educational Institution,Explosives,3,3,0,1.0
1981,Central America & Caribbean,Bombing/Explosion,Food or Water Supply,Explosives,2,0,0,1.0
1981,Central America & Caribbean,Bombing/Explosion,Government (Diplomatic),Explosives,6,2,1,0.8333333333333334
1981,Central America & Caribbean,Bombing/Explosion,Government (Diplomatic),Firearms,2,0,0,1.0
1981,Central America & Caribbean,Bombing/Explosion,Government (General),Explosives,28,3,20,0.8928571428571429
1981,Central America & Caribbean,Bombing/Explosion,Journalists & Media,Explosives,1,0,0,0.0
1981,Central America & Caribbean,Bombing/Explosion,Journalists & Media,Unknown,1,0,0,1.0
1981,Central America & Caribbean,Bombing/Explosion,Military,Explosives,23,30,51,0.9130434782608695
1981,Central America & Caribbean,Bombing/Explosion,Military,Firearms,4,33,0,1.0
1981,Central America & Caribbean,Bombing/Explosion,Police,Explosives,11,8,20,1.0
1981,Central America & Caribbean,Bombing/Explosion,Police,Firearms,4,11,2,0.75
1981,Central America & Caribbean,Bombing/Explosion,Private Citizens & Property,Explosives,50,23,33,0.98
1981,Central America & Caribbean,Bombing/Explosion,Private Citizens & Property,Firearms,3,35,2,1.0
1981,Central America & Caribbean,Bombing/Explosion,Private Citizens & Property,Unknown,1,0,0,0.0
1981,Central America & Caribbean,Bombing/Explosion,Religious Figures/Institutions,Explosives,3,1,5,0.6666666666666666
1981,Central America & Caribbean,Bombing/Explosion,Telecommunication,Explosives,16,0,0,0.9375
1981,Central America & Caribbean,Bombing/Explosion,Tourists,Explosives,1,1,11,1.0
1981,Central America & Caribbean,Bombing/Explosion,Transportation,Explosives,34,37,8,0.9705882352941176
1981,Central America & Caribbean,Bombing/Explosion,Transportation,Firearms,6,18,23,0.6666666666666666
1981,Central America & Caribbean,Bombing/Explosion,Unknown,Explosives,1,5,0,1.0
1981,Central America & Caribbean,Bombing/Explosion,Utilities,Explosives,71,3,0,0.9859154929577465
1981,Central America & Caribbean,Bombing/Explosion,Utilities,Firearms,4,1,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Airports & Aircraft,Incendiary,1,0,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Business,Firearms,2,0,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Business,Incendiary,15,1,2,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Business,Unknown,2,4,1,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Food or Water Supply,Unknown,1,0,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Government (Diplomatic),Incendiary,1,0,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,1,0,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Government (General),Incendiary,4,0,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,NGO,Incendiary,1,0,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Police,Firearms,1,5,10,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Police,Unknown,2,2,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,1,5,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,2,0,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Transportation,Firearms,2,0,1,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Transportation,Incendiary,15,0,2,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Transportation,Unknown,1,0,0,1.0
1981,Central America & Caribbean,Facility/Infrastructure Attack,Utilities,Sabotage Equipment,1,3,0,0.0
1981,Central America & Caribbean,Hijacking,Airports & Aircraft,Firearms,2,0,0,1.0
1981,Central America & Caribbean,Hijacking,Airports & Aircraft,Unknown,1,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Barricade Incident),Educational Institution,Firearms,1,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Barricade Incident),Journalists & Media,Explosives,1,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Barricade Incident),Journalists & Media,Firearms,1,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Barricade Incident),Journalists & Media,Unknown,4,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Barricade Incident),Private Citizens & Property,Unknown,2,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Business,Firearms,5,6,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Business,Incendiary,1,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Business,Unknown,9,3,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Educational Institution,Unknown,6,3,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Government (Diplomatic),Firearms,3,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Government (General),Unknown,9,4,0,0.8888888888888888
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Journalists & Media,Explosives,1,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Journalists & Media,Unknown,2,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Military,Firearms,2,1,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Police,Unknown,2,2,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,5,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,10,8,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Religious Figures/Institutions,Unknown,2,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Unknown,1,3,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Tourists,Firearms,1,0,0,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Transportation,Firearms,4,2,2,1.0
1981,Central America & Caribbean,Hostage Taking (Kidnapping),Unknown,Unknown,1,1,0,1.0
1981,Central America & Caribbean,Unknown,Business,Unknown,3,0,0,1.0
1981,Central America & Caribbean,Unknown,Government (General),Unknown,1,2,0,1.0
1981,Central America & Caribbean,Unknown,Military,Unknown,4,107,0,1.0
1981,Central America & Caribbean,Unknown,Police,Unknown,5,6,3,0.8
1981,Central America & Caribbean,Unknown,Private Citizens & Property,Unknown,4,5,1,1.0
1981,Central America & Caribbean,Unknown,Tourists,Unknown,1,1,1,1.0
1981,East Asia,Bombing/Explosion,Business,Explosives,2,0,24,0.5
1981,East Asia,Bombing/Explosion,Utilities,Explosives,1,0,1,1.0
1981,East Asia,Facility/Infrastructure Attack,Transportation,Incendiary,1,0,0,1.0
1981,Eastern Europe,Assassination,Violent Political Party,Unknown,1,0,1,0.0
1981,Eastern Europe,Bombing/Explosion,Government (Diplomatic),Explosives,1,0,0,1.0
1981,Eastern Europe,Bombing/Explosion,Military,Explosives,1,0,0,1.0
1981,Eastern Europe,Hijacking,Airports & Aircraft,Firearms,1,0,4,1.0
1981,Middle East & North Africa,Armed Assault,Business,Firearms,2,2,3,1.0
1981,Middle East & North Africa,Armed Assault,Government (Diplomatic),Firearms,4,1,1,0.5
1981,Middle East & North Africa,Armed Assault,Government (General),Firearms,1,0,6,1.0
1981,Middle East & North Africa,Armed Assault,Military,Firearms,9,7,5,0.7777777777777778
1981,Middle East & North Africa,Armed Assault,Police,Firearms,6,25,11,1.0
1981,Middle East & North Africa,Armed Assault,Private Citizens & Property,Firearms,5,4,2,0.8
1981,Middle East & North Africa,Armed Assault,Private Citizens & Property,Incendiary,1,0,0,1.0
1981,Middle East & North Africa,Armed Assault,Transportation,Firearms,1,0,4,1.0
1981,Middle East & North Africa,Armed Assault,Transportation,Incendiary,1,2,30,1.0
1981,Middle East & North Africa,Armed Assault,Transportation,Melee,1,0,1,1.0
1981,Middle East & North Africa,Assassination,Business,Unknown,1,1,0,1.0
1981,Middle East & North Africa,Assassination,Educational Institution,Firearms,1,1,0,1.0
1981,Middle East & North Africa,Assassination,Educational Institution,Unknown,3,2,1,0.6666666666666666
1981,Middle East & North Africa,Assassination,Government (Diplomatic),Firearms,6,4,3,0.5
1981,Middle East & North Africa,Assassination,Government (Diplomatic),Unknown,1,1,1,1.0
1981,Middle East & North Africa,Assassination,Government (General),Explosives,2,1,4,0.5
1981,Middle East & North Africa,Assassination,Government (General),Firearms,16,18,15,0.625
1981,Middle East & North Africa,Assassination,Government (General),Incendiary,1,0,0,0.0
1981,Middle East & North Africa,Assassination,Government (General),Unknown,12,11,4,0.75
1981,Middle East & North Africa,Assassination,Military,Explosives,1,1,5,1.0
1981,Middle East & North Africa,Assassination,Military,Firearms,1,1,0,1.0
1981,Middle East & North Africa,Assassination,Military,Unknown,7,11,0,0.8571428571428571
1981,Middle East & North Africa,Assassination,Police,Firearms,4,6,2,1.0
1981,Middle East & North Africa,Assassination,Private Citizens & Property,Explosives,1,0,0,1.0
1981,Middle East & North Africa,Assassination,Private Citizens & Property,Firearms,5,4,3,1.0
1981,Middle East & North Africa,Assassination,Private Citizens & Property,Unknown,2,0,2,0.5
1981,Middle East & North Africa,Assassination,Religious Figures/Institutions,Firearms,5,7,3,0.6
1981,Middle East & North Africa,Assassination,Religious Figures/Institutions,Unknown,1,1,0,0.0
1981,Middle East & North Africa,Assassination,Terrorists/Non-State Militia,Firearms,1,1,0,1.0
1981,Middle East & North Africa,Assassination,Transportation,Unknown,1,0,1,0.0
1981,Middle East & North Africa,Assassination,Unknown,Unknown,1,8,30,1.0
1981,Middle East & North Africa,Assassination,Utilities,Firearms,1,2,0,1.0
1981,Middle East & North Africa,Assassination,Violent Political Party,Firearms,1,1,0,1.0
1981,Middle East & North Africa,Bombing/Explosion,Airports & Aircraft,Explosives,11,2,3,0.8181818181818182
1981,Middle East & North Africa,Bombing/Explosion,Airports & Aircraft,Unknown,1,0,0,1.0
1981,Middle East & North Africa,Bombing/Explosion,Business,Explosives,34,48,67,0.8529411764705882
1981,Middle East & North Africa,Bombing/Explosion,Educational Institution,Explosives,4,0,3,0.75
1981,Middle East & North Africa,Bombing/Explosion,Educational Institution,Unknown,1,0,0,0.0
1981,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,15,67,106,0.7333333333333333
1981,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Unknown,1,0,0,1.0
1981,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,16,98,68,0.875
1981,Middle East & North Africa,Bombing/Explosion,Journalists & Media,Explosives,4,1,1,0.75
1981,Middle East & North Africa,Bombing/Explosion,Military,Explosives,24,38,82,0.8333333333333334
1981,Middle East & North Africa,Bombing/Explosion,Military,Unknown,1,0,0,1.0
1981,Middle East & North Africa,Bombing/Explosion,Police,Explosives,5,83,304,0.8
1981,Middle East & North Africa,Bombing/Explosion,Police,Firearms,1,54,0,1.0
1981,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,32,145,325,0.8125
1981,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Unknown,1,0,0,0.0
1981,Middle East & North Africa,Bombing/Explosion,Religious Figures/Institutions,Explosives,1,0,23,1.0
1981,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,7,43,140,1.0
1981,Middle East & North Africa,Bombing/Explosion,Transportation,Explosives,9,21,121,1.0
1981,Middle East & North Africa,Bombing/Explosion,Transportation,Firearms,2,25,1,1.0
1981,Middle East & North Africa,Bombing/Explosion,Transportation,Unknown,1,0,0,0.0
1981,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,3,6,24,1.0
1981,Middle East & North Africa,Bombing/Explosion,Utilities,Explosives,1,0,4,1.0
1981,Middle East & North Africa,Bombing/Explosion,Utilities,Firearms,1,0,0,0.0
